BugID 	 BugVersion(ReleaseDate) 	 BugReportDate 	 PatchDate 	 FixTime
382023	0.10.0	2012-06-07 16:01:00.0	2012-06-07 16:02:00.0	0 days
382023	0.10.0	2012-06-07 16:01:00.0	2012-06-08 07:09:00.0	0 days
327708	0.6.1	2010-10-13 19:24:00.0	2010-10-13 19:41:00.0	0 days
303523	unspecified	2010-02-22 18:10:00.0	2010-02-22 18:11:00.0	0 days
303523	unspecified	2010-02-22 18:10:00.0	2010-02-24 20:26:00.0	2 days
303523	unspecified	2010-02-22 18:10:00.0	2010-02-24 20:26:00.0	2 days
291070	unspecified	2009-10-01 17:25:00.0	2010-03-12 05:42:00.0	161 days
374935	0.9.0	2012-03-21 15:43:00.0	2012-03-21 15:49:00.0	0 days
291978	unspecified	2009-10-10 10:03:00.0	2009-10-10 10:04:00.0	0 days
291978	unspecified	2009-10-10 10:03:00.0	2009-10-10 11:57:00.0	0 days
291978	unspecified	2009-10-10 10:03:00.0	2009-10-12 16:06:00.0	2 days
356216	0.9.0	2011-08-30 15:22:00.0	2011-08-30 17:49:00.0	0 days
382910	1.0	2012-06-18 21:56:00.0	2012-06-18 22:00:00.0	0 days
382910	1.0	2012-06-18 21:56:00.0	2012-06-21 18:56:00.0	2 days
291981	unspecified	2009-10-10 17:02:00.0	2009-10-10 17:06:00.0	0 days
287745	unspecified	2009-08-26 21:06:00.0	2009-12-07 22:09:00.0	103 days
340700	unspecified	2011-03-22 19:28:00.0	2011-03-22 19:39:00.0	0 days
323611	unspecified	2010-08-25 13:42:00.0	2010-08-25 13:51:00.0	0 days
323611	unspecified	2010-08-25 13:42:00.0	2010-08-26 17:18:00.0	1 days
323611	unspecified	2010-08-25 13:42:00.0	2010-09-12 18:55:00.0	18 days
329473	0.7.0	2010-11-04 18:04:00.0	2010-11-05 18:04:00.0	1 days
327910	0.6.1	2010-10-15 15:41:00.0	2010-10-15 15:59:00.0	0 days
322271	unspecified	2010-08-10 19:04:00.0	2010-08-10 19:05:00.0	0 days
322271	unspecified	2010-08-10 19:04:00.0	2011-03-18 12:29:00.0	219 days
373698	0.9.0	2012-03-08 20:29:00.0	2012-03-08 20:40:00.0	0 days
78871	unspecified	2004-11-17 18:58:00.0	2004-11-17 19:00:00.0	0 days
331467	0.6.1	2010-11-30 19:27:00.0	2010-12-03 06:04:00.0	2 days
331467	0.6.1	2010-11-30 19:27:00.0	2010-12-15 23:02:00.0	15 days
331467	0.6.1	2010-11-30 19:27:00.0	2011-08-08 16:00:00.0	250 days
331467	0.6.1	2010-11-30 19:27:00.0	2011-08-10 21:17:00.0	253 days
331467	0.6.1	2010-11-30 19:27:00.0	2012-01-24 16:38:00.0	419 days
357355	unspecified	2011-09-12 09:19:00.0	2011-09-12 09:20:00.0	0 days
357355	unspecified	2011-09-12 09:19:00.0	2011-09-13 06:54:00.0	0 days
292967	unspecified	2009-10-21 21:29:00.0	2010-03-08 17:57:00.0	137 days
292967	unspecified	2009-10-21 21:29:00.0	2010-03-11 21:42:00.0	141 days
333606	0.6.1	2011-01-05 20:51:00.0	2011-01-05 21:24:00.0	0 days
333606	0.6.1	2011-01-05 20:51:00.0	2011-01-07 14:33:00.0	1 days
333606	0.6.1	2011-01-05 20:51:00.0	2011-01-07 15:05:00.0	1 days
333606	0.6.1	2011-01-05 20:51:00.0	2011-01-07 21:27:00.0	2 days
352379	unspecified	2011-07-18 18:30:00.0	2011-08-02 15:26:00.0	14 days
352379	unspecified	2011-07-18 18:30:00.0	2011-08-25 19:41:00.0	38 days
352379	unspecified	2011-07-18 18:30:00.0	2011-08-29 15:14:00.0	41 days
352379	unspecified	2011-07-18 18:30:00.0	2011-08-29 18:28:00.0	41 days
316349	unspecified	2010-06-09 18:13:00.0	2010-07-28 15:56:00.0	48 days
316349	unspecified	2010-06-09 18:13:00.0	2010-09-12 21:07:00.0	95 days
333114	0.6.1	2010-12-22 18:13:00.0	2011-01-11 21:34:00.0	20 days
333114	0.6.1	2010-12-22 18:13:00.0	2011-01-12 20:46:00.0	21 days
382438	0.10.0	2012-06-12 20:43:00.0	2012-06-26 19:13:00.0	13 days
382438	0.10.0	2012-06-12 20:43:00.0	2012-06-26 20:25:00.0	13 days
316354	unspecified	2010-06-09 18:26:00.0	2010-07-08 20:53:00.0	29 days
316354	unspecified	2010-06-09 18:26:00.0	2010-11-04 17:53:00.0	147 days
316455	unspecified	2010-06-10 12:40:00.0	2010-09-02 19:02:00.0	84 days
316455	unspecified	2010-06-10 12:40:00.0	2010-09-21 18:32:00.0	103 days
316455	unspecified	2010-06-10 12:40:00.0	2010-10-13 12:40:00.0	125 days
312458	unspecified	2010-05-11 15:59:00.0	2010-05-11 15:59:00.0	0 days
338016	unspecified	2011-02-23 20:11:00.0	2011-02-23 20:12:00.0	0 days
384311	1.0	2012-07-04 20:49:00.0	2012-07-04 20:51:00.0	0 days
374714	0.9.2	2012-03-20 00:52:00.0	2012-03-20 01:06:00.0	0 days
338155	unspecified	2011-02-24 21:12:00.0	2011-02-24 21:13:00.0	0 days
383935	1.0	2012-06-29 18:39:00.0	2012-06-29 18:48:00.0	0 days
383935	1.0	2012-06-29 18:39:00.0	2012-07-11 21:50:00.0	12 days
338151	unspecified	2011-02-24 19:48:00.0	2011-02-24 19:49:00.0	0 days
316276	unspecified	2010-06-09 12:19:00.0	2010-06-16 22:34:00.0	7 days
316276	unspecified	2010-06-09 12:19:00.0	2010-06-21 18:59:00.0	12 days
316472	unspecified	2010-06-10 14:28:00.0	2010-06-10 14:29:00.0	0 days
357893	unspecified	2011-09-15 23:23:00.0	2011-09-19 21:06:00.0	3 days
384406	1.0	2012-07-05 19:13:00.0	2012-07-13 21:10:00.0	8 days
384501	1.0	2012-07-06 18:39:00.0	2012-07-13 22:02:00.0	7 days
327125	0.6.1	2010-10-06 15:40:00.0	2010-10-06 15:43:00.0	0 days
291390	unspecified	2009-10-05 17:30:00.0	2009-10-05 17:36:00.0	0 days
291390	unspecified	2009-10-05 17:30:00.0	2009-10-07 18:27:00.0	2 days
338162	unspecified	2011-02-24 22:39:00.0	2011-02-24 22:40:00.0	0 days
338162	unspecified	2011-02-24 22:39:00.0	2011-02-24 22:41:00.0	0 days
338162	unspecified	2011-02-24 22:39:00.0	2011-02-24 22:42:00.0	0 days
384402	1.0	2012-07-05 18:20:00.0	2012-07-16 21:49:00.0	11 days
289938	0.3	2009-09-19 19:29:00.0	2009-09-19 19:29:00.0	0 days
289938	0.3	2009-09-19 19:29:00.0	2009-09-21 14:46:00.0	1 days
286824	unspecified	2009-08-17 16:09:00.0	2009-08-22 06:53:00.0	4 days
286824	unspecified	2009-08-17 16:09:00.0	2009-08-22 07:09:00.0	4 days
286824	unspecified	2009-08-17 16:09:00.0	2009-08-26 20:58:00.0	9 days
286824	unspecified	2009-08-17 16:09:00.0	2009-08-26 22:02:00.0	9 days
286824	unspecified	2009-08-17 16:09:00.0	2009-08-27 15:29:00.0	9 days
370501	0.9.1	2012-02-02 22:18:00.0	2012-02-20 22:58:00.0	18 days
362092	0.8.1	2011-10-26 15:37:00.0	2011-10-26 15:44:00.0	0 days
338270	unspecified	2011-02-25 20:03:00.0	2011-02-25 20:19:00.0	0 days
319429	unspecified	2010-07-09 20:28:00.0	2010-07-09 20:29:00.0	0 days
383047	unspecified	2012-06-20 05:53:00.0	2012-06-20 06:02:00.0	0 days
316467	0.6	2010-06-10 14:11:00.0	2010-10-26 19:52:00.0	138 days
316467	0.6	2010-06-10 14:11:00.0	2010-10-27 18:33:00.0	139 days
316467	0.6	2010-06-10 14:11:00.0	2010-10-27 18:33:00.0	139 days
330978	0.6.1	2010-11-23 22:21:00.0	2010-11-25 15:05:00.0	1 days
289620	unspecified	2009-09-16 15:15:00.0	2009-09-16 15:17:00.0	0 days
312820	0.5	2010-05-13 17:09:00.0	2010-05-13 18:01:00.0	0 days
325638	unspecified	2010-09-17 17:35:00.0	2010-09-17 17:36:00.0	0 days
325638	unspecified	2010-09-17 17:35:00.0	2010-09-23 15:08:00.0	5 days
